player_name,player_kills,player_dbno,player_assists,player_dmg,player_dist_ride,player_dist_walk,player_survive_time
Yellow_ojbk,1.0,1.0,0.0,143.0,0.0,83.5234756,186.235
Yellowfather1,0.0,0.0,1.0,0.0,2461.5188,4663.02051,1479.467
Yes22,2.0,2.0,3.0,254.0,228.44899,5453.81055,1718.77
Yespis,0.0,0.0,0.0,0.0,0.0,783.2736,399.817
YiiikU,1.0,0.0,0.0,187.0,0.0,607.6446,674.285
Yiku_ma,1.0,1.0,0.0,144.0,3542.72,1498.68066,1342.481
YinWangQF,0.0,0.0,0.0,0.0,0.0,339.12207,181.995
Ying-GMQ,2.0,1.0,0.0,209.0,0.0,401.576477,525.691
Yingcheng88,5.0,3.0,0.0,483.0,1148.9845,3488.76465,1811.233
YixingKiller,1.0,1.0,1.0,150.0,0.0,459.971436,310.021
Ymmmmmmmmm_,0.0,0.0,0.0,0.0,0.0,257.30304,190.677
YoKomimi,0.0,0.0,0.0,37.0,0.0,605.88855,301.724
You-FatherNO1,0.0,0.0,0.0,146.0,3879.14,1656.3687699999994,1786.321
You-op,1.0,1.0,1.0,198.0,1904.52576,1765.1151100000006,1474.8429999999994
YouHuogg,0.0,0.0,0.0,88.0,0.0,376.843567,247.786
You_KING520,2.0,1.0,2.0,281.0,3775.16626,2023.86841,1806.269
Youkigg,0.0,0.0,0.0,51.0,2843.36572,2029.97449,1425.317
Young98King,1.0,1.0,0.0,347.0,3868.0332,1879.14075,1329.615
Your1promise,0.0,0.0,0.0,0.0,0.0,266.031067,808.33
Yourmybaby,2.0,0.0,0.0,223.0,3513.3390000000004,3283.03662,1657.649
Yoyogg123,1.0,1.0,0.0,100.0,0.0,223.871536,226.181
Ysicre,0.0,0.0,0.0,45.0,849.313295,1180.34565,616.7995
YtwBeyond,2.0,1.0,0.0,369.0,0.0,1470.79407,1088.257
Yu-Rong,1.0,1.0,0.0,159.0,4872.344,3052.93677,1537.009
YuChen0817,0.0,0.0,0.0,0.0,207.821,93.90908,241.792
YuQi1666,0.0,0.0,0.0,38.0,0.0,509.56366,263.546
YuanGeGe1997,0.0,0.0,0.0,0.0,0.0,1060.248,1090.134
YuanMengMxx,0.0,0.0,0.0,46.0,0.0,1450.64465,543.569
YuanhDa,0.0,0.0,0.0,0.0,0.0,32.58606,128.429
Yulongy,0.0,0.0,0.0,84.0,1196.61658,2727.22339,1416.7910000000006
Yuukiyekil,0.0,0.0,0.0,68.0,0.0,2104.93628,1582.124
YxlXiao,0.0,0.0,0.0,24.0,0.0,368.185669,237.368
Yy232266,0.0,0.0,0.0,23.0,4641.42627,1996.39233,1748.9129999999998
Yy_93002466,0.0,0.0,0.0,22.0,2907.66,150.234726,285.327
Yyh_12345,2.0,1.0,1.0,195.0,5400.09766,1121.183,969.86
Yzmo5207,0.0,0.0,0.0,0.0,0.0,125.512032,144.955
Yzx_miqing,0.0,0.0,0.0,0.0,0.0,250.704529,162.592
Z-kankan,1.0,0.0,0.0,100.0,0.0,202.946411,176.13
Z-rose-white,0.0,0.0,0.0,26.0,0.0,596.8101,737.82
ZBR1997,0.0,0.0,0.0,19.0,771.579834,4060.91772,1494.207
ZDZF,1.0,0.0,1.0,95.0,3366.178470000001,2284.00146,1746.2520000000006
ZE-OS,1.0,1.0,0.0,97.0,0.0,56.8506,168.019
ZG-15,0.0,0.0,0.0,0.0,130.327423,1105.36719,612.184
ZGC-GodVic,0.0,1.0,0.0,71.0,4372.812,2655.025,1647.247
ZH1127,0.0,0.0,0.0,0.0,0.0,676.6610000000003,199.657
ZHANGFLY,0.0,0.0,0.0,0.0,3072.49683,2915.50073,1765.165
ZHANGHAIQIANG726,0.0,0.0,0.0,76.0,5561.82666,1649.75842,893.445
ZHANGUANG,4.0,3.0,0.0,398.0,4080.63086,1893.602,1331.273
ZHIJIANQIUNUE,2.0,1.0,0.0,143.0,3860.06177,2724.80151,1328.4129999999998
ZHIPP,0.0,0.0,0.0,0.0,0.0,0.279299319,170.116
ZHIZUIZHUAI,0.0,0.0,1.0,62.0,0.0,386.588074,420.389
ZHONGGUOSHIYOU,0.0,1.0,0.0,129.0,2957.53882,1974.51526,1576.568
ZHOU-0901,0.0,0.0,0.0,0.0,0.0,1653.07983,766.613
ZHOUZHI007,2.0,1.0,0.0,244.0,664.2729,4366.73926,1125.055
ZHUBIN233,0.0,0.0,0.0,0.0,0.0,1179.143,629.764
ZJ5788331,2.0,1.0,0.0,149.0,0.0,563.880249,369.037
ZJBXXXXXXXXXXXX,2.0,3.0,0.0,518.0,1937.87268,1161.78625,991.204
ZJLCX,0.0,0.0,0.0,7.0,385.63562,1886.40442,670.071
ZNB_xiaoqi,0.0,2.0,2.0,58.0,0.0,283.505432,384.779
ZOOKxiaokai,2.0,1.0,0.0,105.0,0.0,322.0536,778.956
ZPLZPL,0.0,0.0,0.0,15.0,223.69754,793.840149,435.278
ZPPPP,1.0,1.0,0.0,189.0,0.0,470.444855,514.73
ZRYHaohao,2.0,0.0,0.0,243.0,6762.635,2777.522,1853.371
ZS-zhang,0.0,0.0,0.0,0.0,0.0,246.976212,258.226
ZTWdashuaibi,0.0,0.0,0.0,0.0,0.0,1251.36426,664.885
ZTguanxi,0.0,0.0,0.0,0.0,0.0,0.0,1365.664
ZUOMENG77,0.0,0.0,0.0,53.0,0.0,1424.96265,856.1139999999997
ZX-9418,1.0,1.0,1.0,201.0,6879.635,2668.93,1705.06
ZXC465,0.0,1.0,0.0,187.0,379.6814,799.013062,484.408
ZY1113099535,6.0,4.0,1.0,789.0,3986.0293,2970.243,1523.648
ZY5420,0.0,0.0,0.0,0.0,0.0,35.04702,111.617
ZYuchen_,0.0,0.0,0.0,0.0,0.0,361.615143,352.04900000000015
ZZX12345,0.0,0.0,0.0,28.0,0.0,1387.14746,838.561
ZZZRONIN6,1.0,1.0,0.0,109.0,1380.62292,971.0449,646.156
ZZZZAAATT,1.0,0.0,0.0,100.0,0.0,453.9966,385.608
ZZZZZZZZCHEN,0.0,0.0,0.0,117.0,3216.015380000001,3381.291,1762.473
ZZZZZZZZZZBL,0.0,0.0,0.0,0.0,0.0,34.358814200000005,106.995
Zack7_7,0.0,0.0,0.0,0.0,0.0,370.031433,284.981
ZackZero33,0.0,0.0,0.0,0.0,4009.70776,1194.13354,768.416
ZaiXiahanzo,0.0,0.0,0.0,12.0,0.0,191.6148,240.627
Zain2646,0.0,0.0,0.0,0.0,1140.87109,1915.11572,1488.3770000000006
Zalihvat,0.0,2.0,0.0,85.0,0.0,866.498352,1054.0839999999996
Zaza9616,0.0,0.0,0.0,0.0,0.0,8.436277,110.98
Zead666,0.0,0.0,0.0,0.0,867.1,1670.4884,824.755
ZealotFFF,1.0,1.0,0.0,99.0,0.0,294.099579,368.941
Zerg-Shadow,0.0,0.0,0.0,0.0,1992.47327,2015.61609,1031.338
Zero-21r,0.0,0.0,0.0,79.0,0.0,174.827026,218.61900000000003
Zero-Sakura,0.0,0.0,0.0,98.0,0.0,217.6665,146.923
Zetsubo,0.0,0.0,0.0,35.0,4885.6579999999985,1275.36755,1154.991
ZhJia_MM,0.0,0.0,0.0,32.0,2869.88574,961.7004,573.061
Zhang17,0.0,0.0,0.0,0.0,270.928955,2184.0835,1076.039
ZhangJian7,1.0,1.0,0.0,96.0,0.0,370.1992,289.66
ZhangboFUCK,7.0,3.0,0.0,699.0,1823.81848,2181.90186,1698.0510000000006
Zhangtianhen,0.0,0.0,0.0,2.0,2924.318,981.496338,761.329
Zhaoyangluo,1.0,1.0,1.0,373.0,6329.14941,2722.88,1752.18
ZhenDeTai,4.0,3.0,1.0,304.0,2487.825,3249.26782,1521.715
ZhenErNb,0.0,0.0,0.0,0.0,0.0,0.0,807.347
Zhenghaomin,1.0,1.0,0.0,100.0,0.0,728.077,563.009
Zhhha,1.0,0.0,1.0,131.0,0.0,611.386,370.18300000000005
ZhngHY,4.0,3.0,1.0,374.0,0.0,3905.788,1793.3729999999994
