match_id,team_id,team_placement
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,8,14
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,9,1
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,10,25
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,11,2
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,12,16
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,13,9
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,14,7
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,15,18
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,16,23
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,17,24
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,18,27
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,19,5
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,20,8
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,21,29
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,22,28
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,23,20
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,24,12
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,25,21
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,26,19
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,27,6
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,28,13
2U4GBNA0YmkPxTMs_MMoQu76zhwcy_mavEyajlmFDxJPA7sHVjIWe_ncOia0ZuC4,29,26
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100000,52
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100001,32
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100002,70
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100003,73
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100004,34
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100005,30
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100008,15
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100010,86
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100011,72
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100012,36
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100013,75
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100014,40
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100015,80
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100016,3
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100017,5
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100018,9
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100019,12
