,Unnamed: 0,date,game_size,match_id,match_mode,party_size,player_assists,player_dbno,player_dist_ride,player_dist_walk,player_dmg,player_kills,player_name,player_survive_time,team_id,team_placement
84,10885,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,0,1,5465.395,1202.93,117,0,Eric_zhang13,990.837,33,16
85,10886,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,0,0,0.0,78.94377,0,0,Lycoris0,158.873,35,25
86,10887,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,0,0,0.8868530000000001,979.4285,0,0,DouYuTv_Biwang,386.653,35,25
87,10888,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,1,1,1135.51123,1471.58521,159,1,ALTL7777,770.423,10,19
88,10889,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,0,3,1034.50476,1410.78638,521,6,Zombie1clown,770.419,10,19
89,10890,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,1,0,3822.732,1308.185,233,1,cqy1994,1052.861,38,13
90,10891,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,0,1,3199.837,2284.3103,212,2,wannimabiAA,1189.455,38,13
91,10892,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,0,0,0.0,376.843567,88,0,YouHuogg,247.78599999999997,43,31
92,10893,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,1,0,0.0,1630.5067099999999,0,0,Aneveryh,638.351,47,22
93,10894,2018-01-10T10:53:36+0000,48,2U4GBNA0YmlUznIHSeUCx8X4mf0OhFJgctm_y_sJrl0f0pup5NZehb9nE9S2g7CX,tpp,2,0,2,0.0,1134.6283,347,4,wangzhengguang3,638.524,47,22
641,62977,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,1,4731.34766,2400.6586899999998,194,1,BBQjuesha,1649.3429999999994,1,6
