,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
1060525,Mini 14,MR-Cooler,7.0,514299.6,207300.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1561,liuxiaoyi1,8.0,518011.1,192179.3
1060526,Mini 14,MR-Cooler,7.0,385268.5,279379.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,575,SHISANSHIQI,52.0,399864.5,286442.7
1060527,Mini 14,ChuFangXu,1.0,436969.0,280178.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,117,AK47ppa,90.0,436501.6,280188.2
1060528,S686,zhang3sheng,63.0,472003.1,492726.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,98,wsdfgf,94.0,471481.9,492287.3
1060529,M416,loading001,30.0,378878.7,299484.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,726,Stevre,44.0,379068.3,299578.0
1060530,S1897,panghaier666,54.0,423847.6,196131.4,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,156,Hang0329,79.0,423827.9,196366.6
1060531,SCAR-L,outofprintitl,21.0,468506.6,517292.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,621,Bin_bin123,48.0,472034.2,516154.1
1060532,AKM,Attacker_Kaisyn,2.0,536556.2,347292.4,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,679,DFFVEFG,47.0,536389.5,345095.8
1060533,S1897,Single-mmmm,60.0,438217.3,276781.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,157,mingmingshini,78.0,437994.2,276666.6
1060534,SCAR-L,lzjsnb9527,15.0,437990.2,190526.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,477,panghaier666,54.0,437457.5,188412.2
1060535,M416,nimageb1,33.0,363933.6,431067.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,619,kaikai0810,49.0,363763.8,431662.2
1060536,S1897,dingminglong,84.0,439569.4,281331.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,105,Chinishi66,91.0,439692.6,281187.3
1060537,Tommy Gun,zjy8230,40.0,449382.5,517521.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,246,zds11010,70.0,450314.5,516258.5
1060538,Kar98k,Single-mmmm,60.0,438786.2,279418.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,125,biqubiqubiqu,88.0,438653.3,279788.0
1060539,AKM,Attacker_Kaisyn,2.0,531202.8,288954.2,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1202,outofprintitl,21.0,525555.8,286170.8
1060540,M416,Lwaon,14.0,455470.2,244916.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1250,1chubin,18.0,455715.8,244288.5
1060541,AKM,Attacker_Kaisyn,2.0,547943.1,322970.6,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,948,yujian1993,31.0,559022.7,334146.9
1060542,M416,Love6alone,4.0,504375.0,176964.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1155,furkanaktan_,23.0,504313.2,177859.9
1060543,UMP9,AK47ppa,90.0,436394.5,280714.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,103,longdie7,92.0,436242.8,280232.0
1060544,Punch,furkanaktan_,23.0,375782.7,75428.96,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,224,MillerChiJJ,71.0,375675.8,75143.9
1060545,SCAR-L,zjy8230,40.0,428354.2,530961.6,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,432,OJBK-LAOGE,57.0,427798.2,531196.3
1060546,M416,yujian1993,31.0,559141.2,360756.6,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,794,opmmi,37.0,554984.8,363310.4
1060547,S686,outofprintitl,21.0,491187.8,528196.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,155,EVEl30,80.0,490637.3,529123.3
1060548,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,703,damowang_yg,46.0,516993.4,508554.0
1060549,AKM,LaoXu6,10.0,695446.9,338166.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,999,Bess_333,28.0,711417.9,339552.8
1060550,M416,Love6alone,4.0,341466.3,128738.4,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,738,bbb-666-98k,42.0,334317.6,125002.9
1060551,UMP9,nananajiang,44.0,622874.7,635807.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,187,sanai0,75.0,624072.8,633775.4
1394336,AKM,AUYdesnima,2.0,368098.3,397989.3,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,326,Echofv,25.0,366636.3,396003.3
1394337,SCAR-L,tianzhenwuxie,21.0,574175.6,381626.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,127,caibbbbbbbb,28.0,574645.5,381926.3
1394338,M16A4,LINMO98,2.0,351836.3,397564.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,497,luolinizaiganma,25.0,351814.1,397920.3
1394339,AKM,AUYdesnima,2.0,367822.4,398175.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,323,NNExpress,25.0,366907.8,396092.9
1394340,M416,M16A4---6666,6.0,571244.1,386786.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,920,MercenaryV,17.0,566993.6,387641.3
1394341,M416,cholechows,22.0,564292.4,351794.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,737,tianzhenwuxie,21.0,567814.4,351105.6
1394342,M416,zengxiangping,16.0,687731.3,461794.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,184,Raitton,30.0,688217.1,461777.6
1394343,Down and Out,Anglelalalala,3.0,473586.2,238661.7,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1644,Tu_zi_D,5.0,473088.4,243695.0
1394344,AKM,snickGG,8.0,383184.4,115317.3,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,312,joker321,29.0,383473.1,115718.3
1394345,SCAR-L,AutismanMM,8.0,389901.3,134938.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,799,Rockinds929,19.0,389789.6,134722.5
1394346,Grenade,Gosleepqqq,1.0,550732.9,239318.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,643,xigeniu,,550794.6,239179.5
1394347,Mini 14,snickGG,8.0,390385.6,130188.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,714,JIJIE2009,19.0,390548.5,130293.3
1394348,M416,GANKBYMOM,1.0,426864.1,294161.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,775,justxq,20.0,429225.9,295376.1
1394349,SCAR-L,AutismanMM,8.0,473737.4,249900.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1490,ETGgood,9.0,476430.3,251338.1
1394350,SCAR-L,dxdong,1.0,413842.6,323107.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,980,hepingnidie,15.0,408671.1,334652.4
1394351,SCAR-L,GANKBYMOM,1.0,478178.9,258937.7,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1785,LINMO98,2.0,484639.8,262581.5
1394352,Down and Out,Mark_Net,11.0,561659.8,387712.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,923,CuTo4,16.0,548509.3,389657.3
1394353,AKM,Gosleepqqq,1.0,551411.8,240261.5,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,529,cnm777-_,24.0,551431.2,240969.8
1394354,M416,MercenaryV,17.0,684932.9,462607.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,167,TiniShop021,16.0,685299.8,461549.9
1394355,SCAR-L,SnowFlakerian,5.0,474826.3,250721.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1525,BestmanGG,8.0,473662.7,249925.6
1394356,Punch,NINGHAOYUNIDIE,30.0,622841.1,374775.1,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,104,Bauo_k,15.0,622913.7,374741.5
1394357,UMP9,M16A4---6666,6.0,566584.0,384000.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1059,dingwei104822,15.0,563851.6,378438.0
1394358,SCAR-L,tianzhenwuxie,21.0,567657.8,348887.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,709,tracy-mwl,22.0,562256.0,352607.1
1394359,SCAR-L,snickGG,8.0,473991.0,248847.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1522,ZhenDeTai,5.0,473571.3,249206.6
1394360,Down and Out,JGHGhgs,1.0,552087.1,238847.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,515,Pupil_Assassin,24.0,551893.4,240182.7
1394361,AKM,JGHGhgs,1.0,0.0,0.0,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,524,MashiroWang,24.0,551680.8,240249.6
1394362,Down and Out,Gosleepqqq,1.0,550717.4,239348.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,645,Gosleepqqq,,550717.4,239348.8
1394363,SKS,dingwei104822,15.0,577590.1,355357.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,664,GuaPiXiang,22.0,560985.1,352802.2
1394364,S12K,bsl_lbs,15.0,624589.5,376297.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,124,JYZCL,30.0,629816.8,375517.1
1394365,AKM,PhuocDevil,1.0,438267.2,334886.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,471,Gentlxue,26.0,439906.2,333260.5
1394366,Down and Out,ZhenDeTai,5.0,473710.5,249162.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1529,AutismanMM,8.0,474263.5,249042.8
1394367,Down and Out,PhuocDevil,1.0,479821.3,274299.3,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1653,Scheming_bitch,4.0,478343.2,273342.0
1394368,Kar98k,Tu_zi_D,5.0,483178.0,288512.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1411,GY-orange,10.0,500053.4,295029.0
1394369,SKS,X202312,5.0,612338.7,595661.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,130,shuaibi-cw,12.0,610464.0,593545.4
1394370,M24,GANKBYMOM,1.0,431669.8,315898.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1169,yaole19901,13.0,421358.5,306379.1
1394371,AKM,PhuocDevil,1.0,486856.1,296873.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1532,quanwang2017,7.0,487057.3,296965.3
1394372,M416,ZhenDeTai,5.0,533495.9,380967.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1192,Marty007,12.0,535662.8,400203.9
1394373,M16A4,cnm777-_,24.0,552323.3,238884.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,499,JGHGhgs,,551928.0,238887.1
1394374,M16A4,cnm777-_,24.0,552072.1,239959.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,470,SheepTow,,551846.0,241034.2
1394375,P92,NNExpress,25.0,367037.4,395410.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,310,vaynevayne99,2.0,366907.3,396947.0
1394376,UMP9,zengxiangping,16.0,685543.5,462431.7,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,102,baishuais,27.0,685212.4,462521.9
1394377,M416,readygogogo123,3.0,474689.0,238694.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1644,SnowFlakerian,5.0,472612.9,243388.0
1394378,SCAR-L,Tu_zi_D,5.0,542782.8,402738.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,935,zengxiangping,16.0,546925.3,389860.9
1394379,SKS,AWM---666,6.0,519158.3,351453.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1410,Mark_Net,11.0,528387.5,347400.1
1394380,P1911,CuTo4,16.0,689446.1,462094.0,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,104,zlh_109,27.0,689180.3,461671.8
1394381,S1897,joker321,29.0,382938.4,115444.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,297,AWJDOOJO,8.0,382978.6,115659.9
1394382,DP-28,Tu_zi_D,5.0,621620.2,607766.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,302,XinPeng1997,15.0,623247.9,612339.4
1394383,UMP9,m416---666,6.0,609423.6,370135.1,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,756,English_NameXX,9.0,607036.9,369318.2
1394384,AKM,snickGG,8.0,387616.3,116973.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,161,1YANSHENG,29.0,388364.8,118428.1
1394385,AKM,PhuocDevil,1.0,433577.1,296902.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,780,Captivate-,20.0,434233.9,297839.4
1394386,Down and Out,,,,,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1532,aaahsa088,2.0,497660.6,302001.1
1394387,M416,LINMO98,2.0,499873.3,288195.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1557,AWM---666,6.0,495650.6,282715.3
1394388,Down and Out,BestmanGG,8.0,382052.8,114841.3,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,312,U_Xeon_U,29.0,382529.2,114662.7
1394389,Bluezone,,,,,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,874,WeiShang6699,30.0,0.0,0.0
1394390,SCAR-L,SnowFlakerian,5.0,473572.3,249917.5,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1529,snickGG,8.0,473611.1,249653.8
1394391,M416,GY-orange,10.0,569350.3,350182.5,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,334,JaCkrose222,28.0,571164.9,350848.4
1394392,SCAR-L,Tu_zi_D,5.0,621338.3,608526.7,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,322,LXPxxxxxx,15.0,621966.7,611160.3
1394393,UMP9,AWM---666,6.0,562676.4,380682.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1067,QWER_asdw,15.0,563946.2,376700.9
1394394,Down and Out,Mark_Net,11.0,569594.7,376065.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1137,m416---666,6.0,564749.2,384361.6
1394395,M416,dxdong,1.0,426634.6,299393.3,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,648,memememmem,20.0,425675.9,298683.3
1394396,M16A4,M16A4---6666,6.0,613189.4,366836.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,722,Prettyboy_98k,9.0,606756.9,369200.8
1394397,Down and Out,BestmanGG,8.0,384261.2,119119.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,312,Tshige,29.0,381645.4,114956.3
1394398,AKM,dxdong,1.0,435640.2,338069.0,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,392,xj-adil,26.0,435899.5,338165.5
1394399,SCAR-L,SnowFlakerian,5.0,543072.9,402846.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,935,Nostalgia999,16.0,545970.9,390800.3
1394400,S1897,tianzhenwuxie,21.0,567444.2,384900.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,212,youdu1995,28.0,567065.9,384821.7
1394401,M416,dxdong,1.0,434956.7,337347.0,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,430,XJ-ABLAT,26.0,434525.0,337593.5
1394402,M416,M16A4---6666,6.0,566591.0,383988.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1022,X202312,5.0,545866.4,391025.9
1394403,Down and Out,dingwei104822,15.0,564853.9,346786.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,777,Sxinme,21.0,567848.0,351186.8
1394404,M416,ZhenDeTai,5.0,606785.7,592919.3,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,152,zhoushengyou,12.0,605393.2,592407.6
1394405,Down and Out,RFxD,1.0,425303.1,296257.7,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,780,nicounimabi,20.0,434375.2,296088.0
1394406,SCAR-L,Nostalgia999,16.0,692081.7,460589.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,394,MLF5420,27.0,689302.6,462364.8
1394407,Down and Out,GANKBYMOM,1.0,476161.8,259796.5,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1769,Anglelalalala,3.0,474799.3,253067.7
1394408,UMP9,zengxiangping,16.0,686614.1,462132.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,111,ZY5420,27.0,687133.2,461940.1
1394409,SCAR-L,PhuocDevil,1.0,485609.8,296867.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1526,meijiule,7.0,486926.5,297614.7
1394410,Down and Out,PhuocDevil,1.0,484258.1,299752.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1523,AUYdesnima,2.0,493941.2,305323.7
1394411,AKM,PhuocDevil,1.0,477761.3,273264.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1653,Scheming-bitch,4.0,476811.6,274551.5
1394412,Down and Out,BestmanGG,8.0,391308.8,130021.1,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,742,Death_comse,19.0,390324.2,136013.6
1394413,Punch,NINGHAOYUNIDIE,30.0,625107.2,374932.5,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,165,bsl_lbs,15.0,625118.8,374824.1
1394414,SCAR-L,Sxinme,21.0,567764.7,351113.1,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,768,cholechows,22.0,564259.2,351633.5
1394415,M416,MercenaryV,17.0,566972.7,387523.6,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,916,Timejiesen,11.0,562055.6,388708.3
1394416,AKM,GANKBYMOM,1.0,484323.3,279015.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1637,My-GirI520,4.0,481892.3,275592.0
1394417,Bluezone,,,,,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1090,YuanGeGe1997,15.0,0.0,0.0
1394418,M416,dingwei104822,15.0,564853.9,346786.8,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,777,Two-t,21.0,568095.6,351263.6
1394419,M416,RFxD,1.0,475095.3,259316.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1769,readygogogo123,3.0,475286.5,253440.3
1394420,M416,dingwei104822,15.0,562495.2,378665.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,1023,95zz-treeA,6.0,561625.0,378517.2
1394421,S12K,QWER_asdw,15.0,624461.9,374362.5,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,171,NINGHAOYUNIDIE,30.0,624184.6,374332.9
1394422,SKS,ZhenDeTai,5.0,613686.7,598692.9,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,102,Handsome_69,12.0,615478.9,599404.6
1394423,UMP9,m416---666,6.0,607056.4,370058.4,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,762,XIANGXAING996,9.0,606949.5,369779.2
1394424,P1911,RFxD,1.0,442663.5,336937.2,ERANGEL,2U4GBNA0YmlihLustHV1l1oQkQFB8uHbxkGZa_uigOVkTTSQeiUxPd8JsZang_Zu,383,erxat0905,26.0,441618.3,334480.9
